Length
"0,394761404"
"1,1768026397"
"0,7684663535"
"0,1261294986"
"0,0539418717"
"0,8399611921"
"2,8350597184"
"1,2602572965"
"4,418294965"
"0,7379179288"
"0,2828832797"
"0,4055732395"
"1,3848957893"
"1,4122469385"
"1,8113082569"
"1,5863974935"
"1,056400019"
"0,6577896479"
"0,0605466327"
"2,0929612482"
"0,0438203864"
"0,2411031983"
"0,2685184135"
"0,6010850596"
"1,0738546447"
"0,1487729532"
"1,2808055182"
"1,197632756"
"0,0112808472"
"0,7977997666"
"0,1433311473"
"2,6014407909"
"0,0351536129"
"0,7632522415"
"0,0522844392"
"0,1931177887"
"0,3165908977"
"0,6582492473"
"0,0559276412"
"0,6788717722"
"2,3183801647"
"1,9109844495"
"0,5131942201"
"0,2320629032"
"0,1766375617"
"0,6391779753"
"0,5888812227"
"1,7157668185"
